Date,District,Rain
2012-08-09,Vaniyambadi,25.8
2012-08-09,Vellore,5.9
2012-08-09,Wallajah,2.4
2012-08-10,Alangayam,-
2012-08-10,Ambur,-
2012-08-10,Arakkonam,-
2012-08-10,Arcot,-
2012-08-10,Gudiyatham,-
2012-08-10,Kaveripakkam,-
2012-08-10,Melalathur,-
2012-08-10,Sholingur,-
2012-08-10,Tirupattur,-
2012-08-10,Vaniyambadi,-
2012-08-10,Vellore,-
2012-08-10,Wallajah,-
2012-08-11,Alangayam,-
2012-08-11,Ambur,-
2012-08-11,Arakkonam,-
2012-08-11,Arcot,-
2012-08-11,Gudiyatham,-
2012-08-11,Kaveripakkam,-
2012-08-11,Melalathur,12.4
2012-08-11,Sholingur,12
2012-08-11,Tirupattur,2.7
2012-08-11,Vaniyambadi,-
2012-08-11,Vellore,2.7
2012-08-11,Wallajah,-
2012-08-12,Alangayam,-
2012-08-12,Ambur,-
2012-08-12,Arakkonam,-
2012-08-12,Arcot,-
2012-08-12,Gudiyatham,-
2012-08-12,Kaveripakkam,-
2012-08-12,Melalathur,-
2012-08-12,Sholingur,-
2012-08-12,Tirupattur,-
2012-08-12,Vaniyambadi,-
2012-08-12,Vellore,-
2012-08-12,Wallajah,-
2012-08-13,Alangayam,-
2012-08-13,Ambur,-
2012-08-13,Arakkonam,-
2012-08-13,Arcot,-
2012-08-13,Gudiyatham,-
2012-08-13,Kaveripakkam,-
2012-08-13,Melalathur,-
2012-08-13,Sholingur,-
2012-08-13,Tirupattur,-
2012-08-13,Vaniyambadi,-
2012-08-13,Vellore,-
2012-08-13,Wallajah,-
2012-08-14,Alangayam,-
2012-08-14,Ambur,-
2012-08-14,Arakkonam,-
2012-08-14,Arcot,-
2012-08-14,Gudiyatham,-
2012-08-14,Kaveripakkam,-
2012-08-14,Melalathur,-
2012-08-14,Sholingur,-
2012-08-14,Tirupattur,-
2012-08-14,Vaniyambadi,-
2012-08-14,Vellore,-
2012-08-14,Wallajah,9
2012-08-15,Alangayam,-
2012-08-15,Ambur,-
2012-08-15,Arakkonam,-
2012-08-15,Arcot,-
2012-08-15,Gudiyatham,7.2
2012-08-15,Kaveripakkam,-
2012-08-15,Melalathur,13.5
2012-08-15,Sholingur,-
2012-08-15,Tirupattur,-
2012-08-15,Vaniyambadi,7.6
2012-08-15,Vellore,6
2012-08-15,Wallajah,-
2012-08-16,Alangayam,-
2012-08-16,Ambur,-
2012-08-16,Arakkonam,-
2012-08-16,Arcot,-
2012-08-16,Gudiyatham,-
2012-08-16,Kaveripakkam,-
2012-08-16,Melalathur,5.6
2012-08-16,Sholingur,-
2012-08-16,Tirupattur,-
2012-08-16,Vaniyambadi,-
2012-08-16,Vellore,12.5
2012-08-16,Wallajah,8.4
2012-08-17,Alangayam,-
2012-08-17,Ambur,-
2012-08-17,Arakkonam,-
2012-08-17,Arcot,-
2012-08-17,Gudiyatham,-
2012-08-17,Kaveripakkam,-
2012-08-17,Melalathur,-
2012-08-17,Sholingur,-
2012-08-17,Tirupattur,-
2012-08-17,Vaniyambadi,-
2012-08-17,Vellore,-
2012-08-17,Wallajah,-
2012-08-18,Alangayam,7
2012-08-18,Ambur,7
2012-08-18,Arakkonam,-
2012-08-18,Arcot,10.3
2012-08-18,Gudiyatham,81
2012-08-18,Kaveripakkam,23.9
2012-08-18,Melalathur,20.1
2012-08-18,Sholingur,-
2012-08-18,Tirupattur,10.3
2012-08-18,Vaniyambadi,35.6
2012-08-18,Vellore,15
2012-08-18,Wallajah,-
2012-08-19,Alangayam,-
2012-08-19,Ambur,-
2012-08-19,Arakkonam,-
2012-08-19,Arcot,-
2012-08-19,Gudiyatham,-
2012-08-19,Kaveripakkam,-
2012-08-19,Melalathur,-
2012-08-19,Sholingur,-
2012-08-19,Tirupattur,-
2012-08-19,Vaniyambadi,-
2012-08-19,Vellore,-
2012-08-19,Wallajah,-
2012-08-20,Alangayam,-
2012-08-20,Ambur,-
2012-08-20,Arakkonam,-
2012-08-20,Arcot,-
2012-08-20,Gudiyatham,-
2012-08-20,Kaveripakkam,-
2012-08-20,Melalathur,-
2012-08-20,Sholingur,-
2012-08-20,Tirupattur,-
2012-08-20,Vaniyambadi,-
2012-08-20,Vellore,-
2012-08-20,Wallajah,-
2012-08-21,Alangayam,-
2012-08-21,Ambur,-
2012-08-21,Arakkonam,-
2012-08-21,Arcot,-
2012-08-21,Gudiyatham,-
2012-08-21,Kaveripakkam,-
2012-08-21,Melalathur,-
2012-08-21,Sholingur,-
2012-08-21,Tirupattur,-
2012-08-21,Vaniyambadi,-
2012-08-21,Vellore,-
2012-08-21,Wallajah,-
2012-08-22,Alangayam,-
2012-08-22,Ambur,-
2012-08-22,Arakkonam,-
2012-08-22,Arcot,-
2012-08-22,Gudiyatham,-
2012-08-22,Kaveripakkam,-
2012-08-22,Melalathur,-
2012-08-22,Sholingur,-
2012-08-22,Tirupattur,-
2012-08-22,Vaniyambadi,-
2012-08-22,Vellore,13.5
2012-08-22,Wallajah,7.4
2012-08-23,Alangayam,-
2012-08-23,Ambur,-
2012-08-23,Arakkonam,-
2012-08-23,Arcot,-
2012-08-23,Gudiyatham,-
2012-08-23,Kaveripakkam,-
2012-08-23,Melalathur,-
2012-08-23,Sholingur,-
2012-08-23,Tirupattur,-
2012-08-23,Vaniyambadi,-
2012-08-23,Vellore,-
2012-08-23,Wallajah,-
2012-08-24,Alangayam,-
2012-08-24,Ambur,-
2012-08-24,Arakkonam,-
2012-08-24,Arcot,-
2012-08-24,Gudiyatham,-
2012-08-24,Kaveripakkam,-
2012-08-24,Melalathur,-
2012-08-24,Sholingur,-
2012-08-24,Tirupattur,-
2012-08-24,Vaniyambadi,-
2012-08-24,Vellore,-
2012-08-24,Wallajah,-
2012-08-25,Alangayam,-
2012-08-25,Ambur,-
2012-08-25,Arakkonam,-
2012-08-25,Arcot,-
2012-08-25,Gudiyatham,-
2012-08-25,Kaveripakkam,-
2012-08-25,Melalathur,-
2012-08-25,Sholingur,-
2012-08-25,Tirupattur,-
2012-08-25,Vaniyambadi,-
2012-08-25,Vellore,-
2012-08-25,Wallajah,-
2012-08-26,Alangayam,-
2012-08-26,Ambur,-
2012-08-26,Arakkonam,-
2012-08-26,Arcot,-
2012-08-26,Gudiyatham,-
2012-08-26,Kaveripakkam,-
2012-08-26,Melalathur,-
2012-08-26,Sholingur,-
2012-08-26,Tirupattur,-
2012-08-26,Vaniyambadi,-
2012-08-26,Vellore,-
2012-08-26,Wallajah,-
2012-08-27,Alangayam,-
2012-08-27,Ambur,-
2012-08-27,Arakkonam,-
2012-08-27,Arcot,-
2012-08-27,Gudiyatham,-
2012-08-27,Kaveripakkam,-
2012-08-27,Melalathur,-
2012-08-27,Sholingur,-
2012-08-27,Tirupattur,-
2012-08-27,Vaniyambadi,-
2012-08-27,Vellore,-
2012-08-27,Wallajah,-
2012-08-28,Alangayam,-
2012-08-28,Ambur,-
2012-08-28,Arakkonam,-
2012-08-28,Arcot,-
2012-08-28,Gudiyatham,-
2012-08-28,Kaveripakkam,-
2012-08-28,Melalathur,-
2012-08-28,Sholingur,-
2012-08-28,Tirupattur,-
2012-08-28,Vaniyambadi,-
2012-08-28,Vellore,-
2012-08-28,Wallajah,-
2012-08-29,Alangayam,-
2012-08-29,Ambur,-
2012-08-29,Arakkonam,-
2012-08-29,Arcot,-
2012-08-29,Gudiyatham,-
2012-08-29,Kaveripakkam,-
2012-08-29,Melalathur,-
2012-08-29,Sholingur,-
2012-08-29,Tirupattur,-
2012-08-29,Vaniyambadi,-
2012-08-29,Vellore,-
2012-08-29,Wallajah,-
2012-08-30,Alangayam,-
2012-08-30,Ambur,-
2012-08-30,Arakkonam,-
2012-08-30,Arcot,-
2012-08-30,Gudiyatham,-
2012-08-30,Kaveripakkam,-
2012-08-30,Melalathur,-
2012-08-30,Sholingur,-
2012-08-30,Tirupattur,-
2012-08-30,Vaniyambadi,-
2012-08-30,Vellore,-
2012-08-30,Wallajah,-
2012-08-31,Alangayam,-
2012-08-31,Ambur,-
2012-08-31,Arakkonam,-
2012-08-31,Arcot,-
2012-08-31,Gudiyatham,-
2012-08-31,Kaveripakkam,-
2012-08-31,Melalathur,-
2012-08-31,Sholingur,-
2012-08-31,Tirupattur,-
2012-08-31,Vaniyambadi,-
2012-08-31,Vellore,-
2012-08-31,Wallajah,-
2012-09-01,Alangayam,17
2012-09-01,Ambur,15
2012-09-01,Arakkonam,71
2012-09-01,Arcot,10.5
2012-09-01,Gudiyatham,30.4
2012-09-01,Kaveripakkam,23
2012-09-01,Melalathur,12
2012-09-01,Sholingur,4
2012-09-01,Tirupattur,5
2012-09-01,Vaniyambadi,21.4
2012-09-01,Vellore,30
2012-09-01,Wallajah,-
2012-09-02,Alangayam,-
2012-09-02,Ambur,-
2012-09-02,Arakkonam,13.5
2012-09-02,Arcot,-
2012-09-02,Gudiyatham,-
2012-09-02,Kaveripakkam,5.2
2012-09-02,Melalathur,-
2012-09-02,Sholingur,-
2012-09-02,Tirupattur,-
2012-09-02,Vaniyambadi,4.3
2012-09-02,Vellore,-
2012-09-02,Wallajah,-
2012-09-03,Alangayam,-
2012-09-03,Ambur,-
2012-09-03,Arakkonam,-
2012-09-03,Arcot,-
2012-09-03,Gudiyatham,-
2012-09-03,Kaveripakkam,-
2012-09-03,Melalathur,-
2012-09-03,Sholingur,-
2012-09-03,Tirupattur,-
2012-09-03,Vaniyambadi,-
2012-09-03,Vellore,-
2012-09-03,Wallajah,-
2012-09-04,Alangayam,-
2012-09-04,Ambur,-
2012-09-04,Arakkonam,-
2012-09-04,Arcot,-
2012-09-04,Gudiyatham,-
2012-09-04,Kaveripakkam,-
2012-09-04,Melalathur,-
2012-09-04,Sholingur,-
2012-09-04,Tirupattur,-
2012-09-04,Vaniyambadi,-
2012-09-04,Vellore,-
2012-09-04,Wallajah,-
2012-09-05,Alangayam,-
2012-09-05,Ambur,4.5
2012-09-05,Arakkonam,-
2012-09-05,Arcot,-
2012-09-05,Gudiyatham,-
2012-09-05,Kaveripakkam,-
2012-09-05,Melalathur,-
2012-09-05,Sholingur,-
2012-09-05,Tirupattur,-
2012-09-05,Vaniyambadi,-
2012-09-05,Vellore,-
2012-09-05,Wallajah,-
2012-09-06,Alangayam,-
2012-09-06,Ambur,-
2012-09-06,Arakkonam,-
2012-09-06,Arcot,-
2012-09-06,Gudiyatham,-
2012-09-06,Kaveripakkam,-
2012-09-06,Melalathur,-
2012-09-06,Sholingur,-
2012-09-06,Tirupattur,-
2012-09-06,Vaniyambadi,-
2012-09-06,Vellore,-
2012-09-06,Wallajah,10
2012-09-07,Alangayam,8
2012-09-07,Ambur,5
2012-09-07,Arakkonam,-
2012-09-07,Arcot,-
2012-09-07,Gudiyatham,-
2012-09-07,Kaveripakkam,2.2
2012-09-07,Melalathur,-
2012-09-07,Sholingur,-
2012-09-07,Tirupattur,6
2012-09-07,Vaniyambadi,14.3
2012-09-07,Vellore,-
2012-09-07,Wallajah,-
2012-09-08,Alangayam,-
2012-09-08,Ambur,-
2012-09-08,Arakkonam,-
2012-09-08,Arcot,-
2012-09-08,Gudiyatham,-
2012-09-08,Kaveripakkam,-
2012-09-08,Melalathur,-
2012-09-08,Sholingur,-
2012-09-08,Tirupattur,-
2012-09-08,Vaniyambadi,-
2012-09-08,Vellore,-
2012-09-08,Wallajah,-
2012-09-09,Alangayam,-
2012-09-09,Ambur,-
2012-09-09,Arakkonam,-
2012-09-09,Arcot,-
2012-09-09,Gudiyatham,-
2012-09-09,Kaveripakkam,-
2012-09-09,Melalathur,-
2012-09-09,Sholingur,-
2012-09-09,Tirupattur,-
2012-09-09,Vaniyambadi,-
2012-09-09,Vellore,-
2012-09-09,Wallajah,6
2012-09-10,Alangayam,-
2012-09-10,Ambur,-
2012-09-10,Arakkonam,-
2012-09-10,Arcot,-
2012-09-10,Gudiyatham,-
2012-09-10,Kaveripakkam,-
2012-09-10,Melalathur,-
2012-09-10,Sholingur,-
2012-09-10,Tirupattur,-
2012-09-10,Vaniyambadi,-
2012-09-10,Vellore,-
2012-09-10,Wallajah,1
2012-09-11,Alangayam,-
2012-09-11,Ambur,-
2012-09-11,Arakkonam,-
2012-09-11,Arcot,-
2012-09-11,Gudiyatham,-
2012-09-11,Kaveripakkam,-
2012-09-11,Melalathur,-
2012-09-11,Sholingur,-
2012-09-11,Tirupattur,-
2012-09-11,Vaniyambadi,-
2012-09-11,Vellore,-
2012-09-11,Wallajah,-
2012-09-12,Alangayam,9
2012-09-12,Ambur,-
2012-09-12,Arakkonam,-
2012-09-12,Arcot,-
2012-09-12,Gudiyatham,-
2012-09-12,Kaveripakkam,-
2012-09-12,Melalathur,-
2012-09-12,Sholingur,7.6
2012-09-12,Tirupattur,14.1
2012-09-12,Vaniyambadi,-
2012-09-12,Vellore,-
2012-09-12,Wallajah,-
2012-09-13,Alangayam,-
2012-09-13,Ambur,-
2012-09-13,Arakkonam,-
2012-09-13,Arcot,-
2012-09-13,Gudiyatham,7.2
2012-09-13,Kaveripakkam,7.8
2012-09-13,Melalathur,-
2012-09-13,Sholingur,-
2012-09-13,Tirupattur,-
2012-09-13,Vaniyambadi,-
2012-09-13,Vellore,-
2012-09-13,Wallajah,-
2012-09-14,Alangayam,15
2012-09-14,Ambur,18
2012-09-14,Arakkonam,15
2012-09-14,Arcot,-
2012-09-14,Gudiyatham,6.7
2012-09-14,Kaveripakkam,-
2012-09-14,Melalathur,-
2012-09-14,Sholingur,-
2012-09-14,Tirupattur,10
2012-09-14,Vaniyambadi,36.6
2012-09-14,Vellore,-
2012-09-14,Wallajah,-
2012-09-15,Alangayam,-
2012-09-15,Ambur,-
2012-09-15,Arakkonam,-
2012-09-15,Arcot,-
2012-09-15,Gudiyatham,-
2012-09-15,Kaveripakkam,-
2012-09-15,Melalathur,-
2012-09-15,Sholingur,-
2012-09-15,Tirupattur,-
2012-09-15,Vaniyambadi,-
2012-09-15,Vellore,-
2012-09-15,Wallajah,10
2012-09-16,Alangayam,65
2012-09-16,Ambur,142.9
2012-09-16,Arakkonam,-
2012-09-16,Arcot,13.5
2012-09-16,Gudiyatham,22.2
2012-09-16,Kaveripakkam,24.4
2012-09-16,Melalathur,23.1
2012-09-16,Sholingur,13
2012-09-16,Tirupattur,15
2012-09-16,Vaniyambadi,12.4
2012-09-16,Vellore,21
2012-09-16,Wallajah,-
2012-09-17,Alangayam,-
2012-09-17,Ambur,-
2012-09-17,Arakkonam,17
2012-09-17,Arcot,-
2012-09-17,Gudiyatham,21.2
2012-09-17,Kaveripakkam,24.4
2012-09-17,Melalathur,25.4
2012-09-17,Sholingur,-
2012-09-17,Tirupattur,16.4
2012-09-17,Vaniyambadi,-
2012-09-17,Vellore,19
2012-09-17,Wallajah,-
2012-09-18,Alangayam,20
2012-09-18,Ambur,58
2012-09-18,Arakkonam,-
2012-09-18,Arcot,15.5
2012-09-18,Gudiyatham,6.6
2012-09-18,Kaveripakkam,1.6
2012-09-18,Melalathur,12
2012-09-18,Sholingur,16.4
2012-09-18,Tirupattur,15.9
2012-09-18,Vaniyambadi,23.1
2012-09-18,Vellore,19
2012-09-18,Wallajah,-
2012-09-19,Alangayam,-
2012-09-19,Ambur,11
2012-09-19,Arakkonam,-
2012-09-19,Arcot,1.3
2012-09-19,Gudiyatham,6.6
2012-09-19,Kaveripakkam,1.6
2012-09-19,Melalathur,-
2012-09-19,Sholingur,-
2012-09-19,Tirupattur,8.7
2012-09-19,Vaniyambadi,20.6
2012-09-19,Vellore,-
2012-09-19,Wallajah,3
2012-09-20,Alangayam,34
2012-09-20,Ambur,22
2012-09-20,Arakkonam,13.4
2012-09-20,Arcot,2.4
2012-09-20,Gudiyatham,5.5
2012-09-20,Kaveripakkam,22.5
2012-09-20,Melalathur,13
2012-09-20,Sholingur,22.1
2012-09-20,Tirupattur,5.4
2012-09-20,Vaniyambadi,44.5
2012-09-20,Vellore,7
2012-09-20,Wallajah,21
2012-09-21,Alangayam,5
2012-09-21,Ambur,-
2012-09-21,Arakkonam,-
2012-09-21,Arcot,-
2012-09-21,Gudiyatham,-
2012-09-21,Kaveripakkam,-
2012-09-21,Melalathur,-
2012-09-21,Sholingur,-
2012-09-21,Tirupattur,9.7
2012-09-21,Vaniyambadi,3.8
2012-09-21,Vellore,-
2012-09-21,Wallajah,48
2012-09-22,Alangayam,76
2012-09-22,Ambur,52
2012-09-22,Arakkonam,-
2012-09-22,Arcot,-
2012-09-22,Gudiyatham,10.4
2012-09-22,Kaveripakkam,28.4
2012-09-22,Melalathur,9.7
2012-09-22,Sholingur,12
2012-09-22,Tirupattur,5.7
2012-09-22,Vaniyambadi,-
2012-09-22,Vellore,-
2012-09-22,Wallajah,-
2012-09-23,Alangayam,9
2012-09-23,Ambur,3
2012-09-23,Arakkonam,-
2012-09-23,Arcot,-
2012-09-23,Gudiyatham,-
2012-09-23,Kaveripakkam,-
2012-09-23,Melalathur,-
2012-09-23,Sholingur,-
2012-09-23,Tirupattur,1
2012-09-23,Vaniyambadi,-
2012-09-23,Vellore,-
2012-09-23,Wallajah,-
2012-09-24,Alangayam,25
2012-09-24,Ambur,72
2012-09-24,Arakkonam,6.7
2012-09-24,Arcot,30
2012-09-24,Gudiyatham,20.4
2012-09-24,Kaveripakkam,10.8
2012-09-24,Melalathur,8.7
2012-09-24,Sholingur,38
2012-09-24,Tirupattur,4.3
2012-09-24,Vaniyambadi,91.2
2012-09-24,Vellore,30
2012-09-24,Wallajah,-
2012-09-25,Alangayam,-
2012-09-25,Ambur,-
2012-09-25,Arakkonam,-
2012-09-25,Arcot,-
2012-09-25,Gudiyatham,-
2012-09-25,Kaveripakkam,-
2012-09-25,Melalathur,-
2012-09-25,Sholingur,-
2012-09-25,Tirupattur,6
2012-09-25,Vaniyambadi,5.2
2012-09-25,Vellore,-
2012-09-25,Wallajah,-
2012-09-26,Alangayam,-
2012-09-26,Ambur,-
2012-09-26,Arakkonam,10.5
2012-09-26,Arcot,-
2012-09-26,Gudiyatham,-
2012-09-26,Kaveripakkam,-
2012-09-26,Melalathur,-
2012-09-26,Sholingur,-
2012-09-26,Tirupattur,2
2012-09-26,Vaniyambadi,-
2012-09-26,Vellore,-
2012-09-26,Wallajah,-
2012-09-27,Alangayam,6
2012-09-27,Ambur,-
2012-09-27,Arakkonam,-
2012-09-27,Arcot,-
2012-09-27,Gudiyatham,-
2012-09-27,Kaveripakkam,-
2012-09-27,Melalathur,12.6
2012-09-27,Sholingur,30
2012-09-27,Tirupattur,-
2012-09-27,Vaniyambadi,-
2012-09-27,Vellore,-
2012-09-27,Wallajah,-
2012-09-28,Alangayam,9
2012-09-28,Ambur,-
2012-09-28,Arakkonam,4.5
2012-09-28,Arcot,-
2012-09-28,Gudiyatham,1.9
2012-09-28,Kaveripakkam,3.6
2012-09-28,Melalathur,34.2
2012-09-28,Sholingur,13
2012-09-28,Tirupattur,-
2012-09-28,Vaniyambadi,3
2012-09-28,Vellore,-
2012-09-28,Wallajah,8
2012-09-29,Alangayam,-
2012-09-29,Ambur,-
2012-09-29,Arakkonam,-
2012-09-29,Arcot,-
2012-09-29,Gudiyatham,-
2012-09-29,Kaveripakkam,-
2012-09-29,Melalathur,-
2012-09-29,Sholingur,-
2012-09-29,Tirupattur,-
2012-09-29,Vaniyambadi,-
2012-09-29,Vellore,-
2012-09-29,Wallajah,-
2012-09-30,Alangayam,-
2012-09-30,Ambur,3
2012-09-30,Arakkonam,9.4
2012-09-30,Arcot,2.3
2012-09-30,Gudiyatham,5.4
2012-09-30,Kaveripakkam,3.2
2012-09-30,Melalathur,-
2012-09-30,Sholingur,-
2012-09-30,Tirupattur,-
2012-09-30,Vaniyambadi,9.4
2012-09-30,Vellore,5
2012-09-30,Wallajah,28
2012-10-01,Alangayam,-
2012-10-01,Ambur,3
2012-10-01,Arakkonam,-
2012-10-01,Arcot,-
2012-10-01,Gudiyatham,-
2012-10-01,Kaveripakkam,-
2012-10-01,Melalathur,-
2012-10-01,Sholingur,4
2012-10-01,Tirupattur,-
2012-10-01,Vaniyambadi,-
2012-10-01,Vellore,-
2012-10-01,Wallajah,9.8
2012-10-02,Alangayam,-
2012-10-02,Ambur,-
2012-10-02,Arakkonam,-
2012-10-02,Arcot,-
2012-10-02,Gudiyatham,-
2012-10-02,Kaveripakkam,-
2012-10-02,Melalathur,-
2012-10-02,Sholingur,-
2012-10-02,Tirupattur,-
2012-10-02,Vaniyambadi,-
2012-10-02,Vellore,-
2012-10-02,Wallajah,-
2012-10-03,Alangayam,-
2012-10-03,Ambur,-
2012-10-03,Arakkonam,-
2012-10-03,Arcot,-
2012-10-03,Gudiyatham,-
2012-10-03,Kaveripakkam,-
2012-10-03,Melalathur,-
2012-10-03,Sholingur,-
2012-10-03,Tirupattur,-
2012-10-03,Vaniyambadi,-
2012-10-03,Vellore,-
2012-10-03,Wallajah,-
2012-10-04,Alangayam,12.5
2012-10-04,Ambur,-
2012-10-04,Arakkonam,13.5
2012-10-04,Arcot,-
2012-10-04,Gudiyatham,-
2012-10-04,Kaveripakkam,-
2012-10-04,Melalathur,9.5
2012-10-04,Sholingur,-
2012-10-04,Tirupattur,-
2012-10-04,Vaniyambadi,-
2012-10-04,Vellore,12.5
2012-10-04,Wallajah,-
2012-10-05,Alangayam,-
2012-10-05,Ambur,-
2012-10-05,Arakkonam,-
2012-10-05,Arcot,-
2012-10-05,Gudiyatham,-
2012-10-05,Kaveripakkam,-
2012-10-05,Melalathur,-
2012-10-05,Sholingur,-
2012-10-05,Tirupattur,-
2012-10-05,Vaniyambadi,-
2012-10-05,Vellore,-
2012-10-05,Wallajah,-
2012-10-06,Alangayam,23.4
2012-10-06,Ambur,-
2012-10-06,Arakkonam,24.5
2012-10-06,Arcot,-
2012-10-06,Gudiyatham,-
2012-10-06,Kaveripakkam,-
2012-10-06,Melalathur,14.5
2012-10-06,Sholingur,-
2012-10-06,Tirupattur,-
2012-10-06,Vaniyambadi,-
2012-10-06,Vellore,23.5
2012-10-06,Wallajah,-
2012-10-07,Alangayam,-
2012-10-07,Ambur,-
2012-10-07,Arakkonam,-
2012-10-07,Arcot,-
2012-10-07,Gudiyatham,-
2012-10-07,Kaveripakkam,-
2012-10-07,Melalathur,-
2012-10-07,Sholingur,-
2012-10-07,Tirupattur,-
2012-10-07,Vaniyambadi,-
2012-10-07,Vellore,-
2012-10-07,Wallajah,-
2012-10-08,Alangayam,10.8
2012-10-08,Ambur,-
2012-10-08,Arakkonam,11.8
2012-10-08,Arcot,-
2012-10-08,Gudiyatham,-
2012-10-08,Kaveripakkam,-
2012-10-08,Melalathur,9.7
2012-10-08,Sholingur,-
2012-10-08,Tirupattur,-
2012-10-08,Vaniyambadi,-
2012-10-08,Vellore,10.8
2012-10-08,Wallajah,-
2012-10-09,Alangayam,-
2012-10-09,Ambur,-
2012-10-09,Arakkonam,-
2012-10-09,Arcot,-
2012-10-09,Gudiyatham,6.2
2012-10-09,Kaveripakkam,-
2012-10-09,Melalathur,-
2012-10-09,Sholingur,-
2012-10-09,Tirupattur,1
2012-10-09,Vaniyambadi,1.2
2012-10-09,Vellore,-
2012-10-09,Wallajah,-
2012-10-10,Alangayam,-
2012-10-10,Ambur,-
2012-10-10,Arakkonam,-
2012-10-10,Arcot,1.6
2012-10-10,Gudiyatham,-
2012-10-10,Kaveripakkam,8.3
2012-10-10,Melalathur,-
2012-10-10,Sholingur,-
2012-10-10,Tirupattur,-
2012-10-10,Vaniyambadi,-
2012-10-10,Vellore,-
2012-10-10,Wallajah,-
2012-10-11,Alangayam,-
2012-10-11,Ambur,-
2012-10-11,Arakkonam,-
2012-10-11,Arcot,-
2012-10-11,Gudiyatham,-
2012-10-11,Kaveripakkam,-
2012-10-11,Melalathur,-
2012-10-11,Sholingur,-
2012-10-11,Tirupattur,-
2012-10-11,Vaniyambadi,-
2012-10-11,Vellore,-
2012-10-11,Wallajah,8.2
2012-10-12,Alangayam,18
2012-10-12,Ambur,3
2012-10-12,Arakkonam,19
2012-10-12,Arcot,-
2012-10-12,Gudiyatham,-
2012-10-12,Kaveripakkam,-
2012-10-12,Melalathur,11.5
2012-10-12,Sholingur,8.3
2012-10-12,Tirupattur,-
2012-10-12,Vaniyambadi,-
2012-10-12,Vellore,18
2012-10-12,Wallajah,1.4
2012-10-13,Alangayam,-
2012-10-13,Ambur,-
2012-10-13,Arakkonam,-
2012-10-13,Arcot,-
2012-10-13,Gudiyatham,-
2012-10-13,Kaveripakkam,-
2012-10-13,Melalathur,-
2012-10-13,Sholingur,-
2012-10-13,Tirupattur,-
2012-10-13,Vaniyambadi,-
2012-10-13,Vellore,-
2012-10-13,Wallajah,2.2
2012-10-14,Alangayam,12.4
2012-10-14,Ambur,5
2012-10-14,Arakkonam,13.4
2012-10-14,Arcot,-
2012-10-14,Gudiyatham,-
2012-10-14,Kaveripakkam,9.2
2012-10-14,Melalathur,5.6
2012-10-14,Sholingur,8
2012-10-14,Tirupattur,-
2012-10-14,Vaniyambadi,-
2012-10-14,Vellore,12.5
2012-10-14,Wallajah,5.4
2012-10-15,Alangayam,25.4
2012-10-15,Ambur,-
2012-10-15,Arakkonam,25.5
2012-10-15,Arcot,-
2012-10-15,Gudiyatham,-
2012-10-15,Kaveripakkam,-
2012-10-15,Melalathur,25.5
2012-10-15,Sholingur,-
2012-10-15,Tirupattur,-
2012-10-15,Vaniyambadi,-
2012-10-15,Vellore,24.6
2012-10-15,Wallajah,-
2012-10-16,Alangayam,-
2012-10-16,Ambur,-
2012-10-16,Arakkonam,-
2012-10-16,Arcot,-
2012-10-16,Gudiyatham,-
2012-10-16,Kaveripakkam,-
2012-10-16,Melalathur,-
2012-10-16,Sholingur,-
2012-10-16,Tirupattur,-
2012-10-16,Vaniyambadi,-
2012-10-16,Vellore,-
2012-10-16,Wallajah,-
2012-10-17,Alangayam,15.7
2012-10-17,Ambur,-
2012-10-17,Arakkonam,16.7
2012-10-17,Arcot,-
2012-10-17,Gudiyatham,-
2012-10-17,Kaveripakkam,-
2012-10-17,Melalathur,16.7
2012-10-17,Sholingur,-
2012-10-17,Tirupattur,-
2012-10-17,Vaniyambadi,-
2012-10-17,Vellore,15.7
2012-10-17,Wallajah,-
2012-10-18,Alangayam,-
2012-10-18,Ambur,-
2012-10-18,Arakkonam,-
2012-10-18,Arcot,-
2012-10-18,Gudiyatham,-
2012-10-18,Kaveripakkam,-
2012-10-18,Melalathur,-
2012-10-18,Sholingur,-
2012-10-18,Tirupattur,-
2012-10-18,Vaniyambadi,-
2012-10-18,Vellore,-
2012-10-18,Wallajah,-
2012-10-19,Alangayam,-
2012-10-19,Ambur,-
2012-10-19,Arakkonam,-
2012-10-19,Arcot,-
2012-10-19,Gudiyatham,-
2012-10-19,Kaveripakkam,-
2012-10-19,Melalathur,-
2012-10-19,Sholingur,-
2012-10-19,Tirupattur,-
2012-10-19,Vaniyambadi,-
2012-10-19,Vellore,-
2012-10-19,Wallajah,6.4
2012-10-20,Alangayam,12.4
2012-10-20,Ambur,-
2012-10-20,Arakkonam,13.5
2012-10-20,Arcot,-
2012-10-20,Gudiyatham,-
2012-10-20,Kaveripakkam,-
2012-10-20,Melalathur,13.5
2012-10-20,Sholingur,-
2012-10-20,Tirupattur,-
2012-10-20,Vaniyambadi,-
2012-10-20,Vellore,12.8
2012-10-20,Wallajah,-
2012-10-21,Alangayam,-
2012-10-21,Ambur,-
2012-10-21,Arakkonam,-
2012-10-21,Arcot,-
2012-10-21,Gudiyatham,-
2012-10-21,Kaveripakkam,-
2012-10-21,Melalathur,-
2012-10-21,Sholingur,-
2012-10-21,Tirupattur,-
2012-10-21,Vaniyambadi,-
2012-10-21,Vellore,-
2012-10-21,Wallajah,-
2012-10-22,Alangayam,9.9
2012-10-22,Ambur,-
